pri-miRNA	disease	regulation
hsa-mir-214	Lung Neoplasms	1
hsa-mir-22	Lung Neoplasms	1
hsa-mir-24	Lung Neoplasms	1
hsa-mir-24	Lung Neoplasms	1
hsa-mir-29a	Lung Neoplasms	1
hsa-mir-301a	Lung Neoplasms	1
hsa-mir-31	Lung Neoplasms	1
hsa-mir-31	Lung Neoplasms	1
hsa-mir-31	Lung Neoplasms	1
hsa-mir-31	Lung Neoplasms	1
hsa-mir-31	Lung Neoplasms	1
hsa-mir-32	Lung Neoplasms	1
hsa-mir-331	Lung Neoplasms	1
hsa-mir-338	Lung Neoplasms	1
hsa-mir-34a	Lung Neoplasms	1
hsa-mir-374a	Lung Neoplasms	1
hsa-mir-376a	Lung Neoplasms	1
hsa-mir-376a	Lung Neoplasms	1
hsa-mir-377	Lung Neoplasms	1
hsa-mir-412	Lung Neoplasms	1
hsa-mir-504	Lung Neoplasms	1
hsa-mir-629	Lung Neoplasms	1
hsa-mir-638	Lung Neoplasms	1
hsa-mir-9	Lung Neoplasms	1
hsa-mir-96	Lung Neoplasms	1
hsa-mir-150	Lupus Nephritis	1
hsa-mir-155	Lymphoma	1
hsa-mir-17	Lymphoma	1
hsa-mir-18a	Lymphoma	1
hsa-mir-19b	Lymphoma	1
hsa-mir-23b	Lymphoma	1
hsa-mir-629	Lymphoma	1
hsa-mir-92a	Lymphoma	1
hsa-mir-145	Lymphoma, B-Cell	1
hsa-mir-155	Lymphoma, B-Cell	1
hsa-mir-15a	Lymphoma, B-Cell	1
hsa-mir-16	Lymphoma, B-Cell	1
hsa-mir-17	Lymphoma, B-Cell	1
hsa-mir-17	Lymphoma, B-Cell	1
hsa-mir-17	Lymphoma, B-Cell	1
hsa-mir-181a	Lymphoma, B-Cell	1
hsa-mir-181a	Lymphoma, B-Cell	1
hsa-mir-18a	Lymphoma, B-Cell	1
hsa-mir-193b	Lymphoma, B-Cell	1
hsa-mir-199a	Lymphoma, B-Cell	1
hsa-mir-199a	Lymphoma, B-Cell	1
hsa-mir-19a	Lymphoma, B-Cell	1
hsa-mir-19b	Lymphoma, B-Cell	1
hsa-mir-19b	Lymphoma, B-Cell	1
hsa-mir-20a	Lymphoma, B-Cell	1
hsa-mir-214	Lymphoma, B-Cell	1
hsa-mir-29c	Lymphoma, B-Cell	1
hsa-mir-9	Lymphoma, B-Cell	1
hsa-mir-9	Lymphoma, B-Cell	1
hsa-mir-9	Lymphoma, B-Cell	1
hsa-mir-155	Hodgkin Disease	1
hsa-mir-182	Hodgkin Disease	1
hsa-mir-183	Hodgkin Disease	1
hsa-mir-20a	Hodgkin Disease	1
hsa-mir-96	Hodgkin Disease	1
hsa-mir-125a	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-126	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-130a	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-155	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-155	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-155	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-296	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-34	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-378	Lymphoma, Large B-Cell, Diffuse	1
hsa-mir-15b	Lymphoma, Mantle-Cell	1
hsa-mir-17	Lymphoma, T-Cell	1
hsa-mir-181a	Lymphoma, T-Cell	1
hsa-mir-181a	Lymphoma, T-Cell	1
hsa-mir-15a	Macular Degeneration	1
hsa-mir-29a	Macular Degeneration	1
hsa-mir-320a	Macular Degeneration	1
hsa-mir-320b	Macular Degeneration	1
hsa-mir-423	Macular Degeneration	1
hsa-mir-93	Macular Degeneration	1
hsa-mir-210	Infertility, Male	1
hsa-mir-145	Neoplasms	1
hsa-mir-101	Medulloblastoma	1
hsa-mir-106b	Medulloblastoma	1
hsa-mir-10b	Medulloblastoma	1
hsa-mir-126	Medulloblastoma	1
hsa-mir-127	Medulloblastoma	1
hsa-mir-139	Medulloblastoma	1
hsa-mir-143	Medulloblastoma	1
hsa-mir-144	Medulloblastoma	1
hsa-mir-145	Medulloblastoma	1
hsa-mir-146a	Medulloblastoma	1
hsa-mir-1827	Medulloblastoma	1
hsa-mir-193a	Medulloblastoma	1
hsa-mir-203	Medulloblastoma	1
hsa-mir-21	Medulloblastoma	1
hsa-mir-222	Medulloblastoma	1
hsa-mir-223	Medulloblastoma	1
hsa-mir-323a	Medulloblastoma	1
hsa-mir-338	Medulloblastoma	1
hsa-mir-34c	Medulloblastoma	1
hsa-mir-361	Medulloblastoma	1
hsa-mir-376a	Medulloblastoma	1
hsa-mir-376a	Medulloblastoma	1
hsa-mir-376c	Medulloblastoma	1
hsa-mir-379	Medulloblastoma	1
hsa-mir-409	Medulloblastoma	1
hsa-mir-494	Medulloblastoma	1
hsa-mir-495	Medulloblastoma	1
hsa-mir-539	Medulloblastoma	1
hsa-mir-106a	Melanoma	1
hsa-mir-106a	Melanoma	1
hsa-mir-1225	Melanoma	1
hsa-mir-125b	Melanoma	1
hsa-mir-125b	Melanoma	1
hsa-mir-1260	Melanoma	1
hsa-mir-1274a	Melanoma	1
hsa-mir-1274b	Melanoma	1
hsa-mir-130b	Melanoma	1
hsa-mir-146a	Melanoma	1
hsa-mir-146a	Melanoma	1
hsa-mir-146a	Melanoma	1
hsa-mir-146b	Melanoma	1
hsa-mir-155	Melanoma	1
hsa-mir-155	Melanoma	1
hsa-mir-155	Melanoma	1
hsa-mir-15b	Melanoma	1
hsa-mir-17	Melanoma	1
hsa-mir-17	Melanoma	1
hsa-mir-17	Melanoma	1
hsa-mir-17	Melanoma	1
hsa-mir-18a	Melanoma	1
hsa-mir-193b	Melanoma	1
hsa-mir-197	Melanoma	1
hsa-mir-200a	Melanoma	1
hsa-mir-20a	Melanoma	1
hsa-mir-20a	Melanoma	1
hsa-mir-21	Melanoma	1
hsa-mir-21	Melanoma	1
hsa-mir-21	Melanoma	1
hsa-mir-21	Melanoma	1
hsa-mir-210	Melanoma	1
hsa-mir-210	Melanoma	1
hsa-mir-214	Melanoma	1
hsa-mir-22	Melanoma	1
hsa-mir-221	Melanoma	1
hsa-mir-222	Melanoma	1
hsa-mir-223	Melanoma	1
hsa-mir-26a	Melanoma	1
hsa-mir-301a	Melanoma	1
hsa-mir-328	Melanoma	1
hsa-mir-34a	Melanoma	1
hsa-mir-34a	Melanoma	1
hsa-mir-3663	Melanoma	1
hsa-mir-4281	Melanoma	1
hsa-mir-4286	Melanoma	1
hsa-mir-484	Melanoma	1
hsa-mir-506	Melanoma	1
hsa-mir-507	Melanoma	1
hsa-mir-508	Melanoma	1
hsa-mir-509	Melanoma	1
hsa-mir-509	Melanoma	1
hsa-mir-509	Melanoma	1
hsa-mir-510	Melanoma	1
hsa-mir-513a	Melanoma	1
hsa-mir-513a	Melanoma	1
hsa-mir-513b	Melanoma	1
hsa-mir-513c	Melanoma	1
hsa-mir-514a	Melanoma	1
hsa-mir-514a	Melanoma	1
hsa-mir-514a	Melanoma	1
hsa-mir-574	Melanoma	1
hsa-mir-634	Melanoma	1
hsa-mir-663	Melanoma	1
hsa-mir-720	Melanoma	1
hsa-mir-766	Melanoma	1
hsa-mir-9	Melanoma	1
hsa-mir-190a	Meningioma	1
hsa-mir-125b	Epilepsy, Temporal Lobe	1
hsa-mir-183	Epilepsy, Temporal Lobe	1
hsa-mir-106a	Mesothelioma	1
hsa-mir-106b	Mesothelioma	1
hsa-mir-17	Mesothelioma	1
hsa-mir-17	Mesothelioma	1
hsa-mir-18a	Mesothelioma	1
hsa-mir-193a	Mesothelioma	1
hsa-mir-19b	Mesothelioma	1
hsa-mir-19b	Mesothelioma	1
hsa-mir-20a	Mesothelioma	1
hsa-mir-20b	Mesothelioma	1
hsa-mir-25	Mesothelioma	1
hsa-mir-92a	Mesothelioma	1
hsa-mir-92a	Mesothelioma	1
hsa-mir-26a	Multiple Endocrine Neoplasia Type 1	1
hsa-mir-26a	Multiple Endocrine Neoplasia Type 1	1
hsa-mir-21	Multiple Myeloma	1
hsa-mir-21	Multiple Myeloma	1
hsa-mir-128	Multiple Sclerosis	1
hsa-mir-128	Multiple Sclerosis	1
hsa-mir-155	Multiple Sclerosis	1
hsa-mir-155	Multiple Sclerosis	1
hsa-mir-27b	Multiple Sclerosis	1
hsa-mir-326	Multiple Sclerosis	1
hsa-mir-326	Multiple Sclerosis	1
hsa-mir-23a	Muscular Atrophy	1
hsa-mir-100	Muscular Dystrophies	1
hsa-mir-127	Muscular Dystrophies	1
hsa-mir-136	Muscular Dystrophies	1
hsa-mir-148a	Muscular Dystrophies	1
hsa-mir-155	Muscular Dystrophies	1
hsa-mir-192	Muscular Dystrophies	1
hsa-mir-206	Muscular Dystrophies	1
hsa-mir-335	Muscular Dystrophies	1
hsa-mir-376c	Muscular Dystrophies	1
hsa-mir-489	Muscular Dystrophies	1
hsa-mir-502	Muscular Dystrophies	1
hsa-mir-32	Muscular Dystrophy, Facioscapulohumeral	1
hsa-mir-155	Mycosis Fungoides	1
hsa-mir-155	Mycosis Fungoides	1
hsa-mir-92a	Mycosis Fungoides	1
hsa-mir-92a	Mycosis Fungoides	1
hsa-mir-93	Mycosis Fungoides	1
hsa-mir-1	Myelodysplastic Syndromes	1
hsa-mir-1	Myelodysplastic Syndromes	1
hsa-mir-34a	Myelodysplastic Syndromes	1
hsa-mir-1	Myocardial Infarction	1
hsa-mir-1	Myocardial Infarction	1
hsa-mir-133a	Myocardial Infarction	1
hsa-mir-133a	Myocardial Infarction	1
hsa-mir-143	Myocardial Infarction	1
hsa-mir-155	Myocardial Infarction	1
hsa-mir-155	Myocardial Infarction	1
hsa-mir-208a	Myocardial Infarction	1
hsa-mir-21	Myocardial Infarction	1
hsa-mir-21	Myocardial Infarction	1
hsa-mir-21	Myocardial Infarction	1
hsa-mir-21	Myocardial Infarction	1
hsa-mir-423	Myocardial Infarction	1
hsa-mir-92a	Myocardial Infarction	1
hsa-mir-125b	Myocardial Reperfusion Injury	1
hsa-mir-125b	Myocardial Reperfusion Injury	1
hsa-mir-15a	Myocardial Reperfusion Injury	1
hsa-mir-15b	Myocardial Reperfusion Injury	1
hsa-mir-21	Myocardial Reperfusion Injury	1
hsa-mir-1	Myotonic Dystrophy	1
hsa-mir-125b	Myotonic Dystrophy	1
hsa-mir-146b	Myotonic Dystrophy	1
hsa-mir-206	Myotonic Dystrophy	1
hsa-mir-208a	Myotonic Dystrophy	1
hsa-mir-221	Myotonic Dystrophy	1
hsa-mir-335	Myotonic Dystrophy	1
hsa-mir-34a	Myotonic Dystrophy	1
hsa-mir-34b	Myotonic Dystrophy	1
hsa-mir-34c	Myotonic Dystrophy	1
hsa-mir-381	Myotonic Dystrophy	1
hsa-mir-146a	Nasopharyngeal Neoplasms	1
hsa-mir-18a	Nasopharyngeal Neoplasms	1
hsa-let-7a	Neoplasms	1
hsa-let-7a	Neoplasms	1
hsa-let-7a	Neoplasms	1
hsa-let-7i	Neoplasms	1
hsa-let-7i	Neoplasms	1
hsa-mir-106b	Neoplasms	1
hsa-mir-10b	Neoplasms	1
hsa-mir-142	Neoplasms	1
hsa-mir-142	Neoplasms	1
hsa-mir-146a	Neoplasms	1
hsa-mir-155	Neoplasms	1
hsa-mir-155	Neoplasms	1
hsa-mir-155	Neoplasms	1
hsa-mir-155	Neoplasms	1
hsa-mir-16	Neoplasms	1
hsa-mir-16	Neoplasms	1
hsa-mir-16	Neoplasms	1
hsa-mir-17	Neoplasms	1
hsa-mir-182	Neoplasms	1
hsa-mir-182	Neoplasms	1
hsa-mir-183	Neoplasms	1
hsa-mir-18a	Neoplasms	1
hsa-mir-191	Neoplasms	1
hsa-mir-192	Neoplasms	1
hsa-mir-19a	Neoplasms	1
hsa-mir-19b	Neoplasms	1
hsa-mir-205	Neoplasms	1
hsa-mir-20a	Neoplasms	1
hsa-mir-20a	Neoplasms	1
hsa-mir-21	Neoplasms	1
hsa-mir-21	Neoplasms	1
hsa-mir-21	Neoplasms	1
hsa-mir-21	Neoplasms	1
hsa-mir-21	Neoplasms	1
hsa-mir-21	Neoplasms	1
hsa-mir-210	Neoplasms	1
hsa-mir-210	Neoplasms	1
hsa-mir-221	Neoplasms	1
hsa-mir-222	Neoplasms	1
hsa-mir-29a	Neoplasms	1
hsa-mir-302a	Neoplasms	1
hsa-mir-302b	Neoplasms	1
hsa-mir-302c	Neoplasms	1
hsa-mir-302d	Neoplasms	1
hsa-mir-302e	Neoplasms	1
hsa-mir-302f	Neoplasms	1
hsa-mir-34	Neoplasms	1
hsa-mir-34a	Neoplasms	1
hsa-mir-371a	Neoplasms	1
hsa-mir-372	Neoplasms	1
hsa-mir-373	Neoplasms	1
hsa-mir-373	Neoplasms	1
hsa-mir-381	Neoplasms	1
hsa-mir-423	Neoplasms	1
hsa-mir-525	Neoplasms	1
hsa-mir-9	Neoplasms	1
hsa-mir-92a	Neoplasms	1
hsa-mir-96	Neoplasms	1
hsa-mir-141	Nephrosclerosis	1
hsa-mir-192	Nephrosclerosis	1
hsa-mir-200a	Nephrosclerosis	1
hsa-mir-200b	Nephrosclerosis	1
hsa-mir-205	Nephrosclerosis	1
hsa-mir-429	Nephrosclerosis	1
hsa-mir-193a	Nephrotic Syndrome	1
hsa-mir-7	Neurilemmoma	1
hsa-mir-7	Neurilemmoma	1
hsa-mir-7	Neurilemmoma	1
hsa-mir-1246	Neuroblastoma	1
hsa-mir-34a	Neuroblastoma	1
hsa-mir-34a	Neuroblastoma	1
hsa-mir-7	Neuroblastoma	1
hsa-mir-99a	Neuroblastoma	1
hsa-mir-196a	Niemann-Pick Disease, Type C	1
hsa-mir-196b	Niemann-Pick Disease, Type C	1
hsa-mir-296	Niemann-Pick Disease, Type C	1
hsa-let-7b	Obesity	1
hsa-mir-143	Obesity	1
hsa-mir-18a	Obesity	1
hsa-mir-199a	Obesity	1
hsa-mir-21	Obesity	1
hsa-mir-221	Obesity	1
hsa-mir-223	Obesity	1
hsa-mir-30e	Obesity	1
hsa-mir-335	Obesity	1
hsa-mir-378	Obesity	1
hsa-mir-31	Mouth Neoplasms	1
hsa-mir-146a	Osteoarthritis	1
hsa-mir-146a	Osteoarthritis	1
hsa-mir-146a	Osteoarthritis	1
hsa-mir-155	Osteoarthritis	1
hsa-mir-181a	Osteoarthritis	1
hsa-mir-181a	Osteoarthritis	1
hsa-mir-223	Osteoarthritis	1
hsa-mir-9	Osteoarthritis	1
hsa-mir-98	Osteoarthritis	1
hsa-mir-34a	Osteonecrosis	1
hsa-mir-143	Osteosarcoma	1
hsa-mir-17	Osteosarcoma	1
hsa-mir-17	Osteosarcoma	1
hsa-mir-181a	Osteosarcoma	1
hsa-mir-181a	Osteosarcoma	1
hsa-mir-181b	Osteosarcoma	1
hsa-mir-181b	Osteosarcoma	1
hsa-mir-181c	Osteosarcoma	1
hsa-mir-18a	Osteosarcoma	1
hsa-mir-196a	Osteosarcoma	1
hsa-mir-196a	Osteosarcoma	1
hsa-mir-196b	Osteosarcoma	1
hsa-mir-19a	Osteosarcoma	1
hsa-mir-19b	Osteosarcoma	1
hsa-mir-20a	Osteosarcoma	1
hsa-mir-210	Osteosarcoma	1
hsa-mir-9	Osteosarcoma	1
hsa-mir-92a	Osteosarcoma	1
hsa-mir-146b	Otitis Media	1
hsa-let-7f	Ovarian Neoplasms	1
hsa-mir-10b	Ovarian Neoplasms	1
hsa-mir-126	Ovarian Neoplasms	1
hsa-mir-1299	Ovarian Neoplasms	1
hsa-mir-130a	Ovarian Neoplasms	1
hsa-mir-134	Ovarian Neoplasms	1
hsa-mir-140	Ovarian Neoplasms	1
hsa-mir-141	Ovarian Neoplasms	1
hsa-mir-141	Ovarian Neoplasms	1
hsa-mir-141	Ovarian Neoplasms	1
hsa-mir-145	Ovarian Neoplasms	1
hsa-mir-146a	Ovarian Neoplasms	1
hsa-mir-146a	Ovarian Neoplasms	1
hsa-mir-146b	Ovarian Neoplasms	1
hsa-mir-148b	Ovarian Neoplasms	1
hsa-mir-150	Ovarian Neoplasms	1
hsa-mir-155	Ovarian Neoplasms	1
hsa-mir-155	Ovarian Neoplasms	1
hsa-mir-155	Ovarian Neoplasms	1
hsa-mir-182	Ovarian Neoplasms	1
hsa-mir-182	Ovarian Neoplasms	1
hsa-mir-182	Ovarian Neoplasms	1
hsa-mir-183	Ovarian Neoplasms	1
hsa-mir-18a	Ovarian Neoplasms	1
hsa-mir-192	Ovarian Neoplasms	1
hsa-mir-192	Ovarian Neoplasms	1
hsa-mir-193b	Ovarian Neoplasms	1
hsa-mir-194	Ovarian Neoplasms	1
hsa-mir-194	Ovarian Neoplasms	1
hsa-mir-199a	Ovarian Neoplasms	1
hsa-mir-200a	Ovarian Neoplasms	1
hsa-mir-200a	Ovarian Neoplasms	1
hsa-mir-200a	Ovarian Neoplasms	1
hsa-mir-200b	Ovarian Neoplasms	1
hsa-mir-200b	Ovarian Neoplasms	1
hsa-mir-200c	Ovarian Neoplasms	1
hsa-mir-200c	Ovarian Neoplasms	1
hsa-mir-203	Ovarian Neoplasms	1
hsa-mir-205	Ovarian Neoplasms	1
hsa-mir-21	Ovarian Neoplasms	1
hsa-mir-21	Ovarian Neoplasms	1
hsa-mir-210	Ovarian Neoplasms	1
hsa-mir-214	Ovarian Neoplasms	1
hsa-mir-22	Ovarian Neoplasms	1
hsa-mir-222	Ovarian Neoplasms	1
hsa-mir-222	Ovarian Neoplasms	1
hsa-mir-23a	Ovarian Neoplasms	1
hsa-mir-27a	Ovarian Neoplasms	1
hsa-mir-27a	Ovarian Neoplasms	1
hsa-mir-29a	Ovarian Neoplasms	1
hsa-mir-29c	Ovarian Neoplasms	1
hsa-mir-3	Ovarian Neoplasms	1
hsa-mir-300	Ovarian Neoplasms	1
hsa-mir-30a	Ovarian Neoplasms	1
hsa-mir-30a	Ovarian Neoplasms	1
hsa-mir-34b	Ovarian Neoplasms	1
hsa-mir-34c	Ovarian Neoplasms	1
hsa-mir-429	Ovarian Neoplasms	1
hsa-mir-449a	Ovarian Neoplasms	1
hsa-mir-449b	Ovarian Neoplasms	1
hsa-mir-454	Ovarian Neoplasms	1
hsa-mir-486	Ovarian Neoplasms	1
hsa-mir-622	Ovarian Neoplasms	1
hsa-mir-629	Ovarian Neoplasms	1
hsa-mir-642a	Ovarian Neoplasms	1
hsa-mir-9	Ovarian Neoplasms	1
hsa-mir-92b	Ovarian Neoplasms	1
hsa-mir-93	Ovarian Neoplasms	1
hsa-mir-93	Ovarian Neoplasms	1
hsa-mir-96	Ovarian Neoplasms	1
hsa-let-7a	Pancreatic Neoplasms	1
hsa-let-7a	Pancreatic Neoplasms	1
hsa-let-7b	Pancreatic Neoplasms	1
hsa-let-7c	Pancreatic Neoplasms	1
hsa-let-7d	Pancreatic Neoplasms	1
hsa-mir-100	Pancreatic Neoplasms	1
hsa-mir-101	Pancreatic Neoplasms	1
hsa-mir-103a	Pancreatic Neoplasms	1
hsa-mir-106a	Pancreatic Neoplasms	1
hsa-mir-107	Pancreatic Neoplasms	1
hsa-mir-10a	Pancreatic Neoplasms	1
hsa-mir-10b	Pancreatic Neoplasms	1
hsa-mir-10b	Pancreatic Neoplasms	1
hsa-mir-10b	Pancreatic Neoplasms	1
hsa-mir-128	Pancreatic Neoplasms	1
hsa-mir-1300	Pancreatic Neoplasms	1
hsa-mir-133a	Pancreatic Neoplasms	1
hsa-mir-134	Pancreatic Neoplasms	1
hsa-mir-142	Pancreatic Neoplasms	1
hsa-mir-146a	Pancreatic Neoplasms	1
hsa-mir-146a	Pancreatic Neoplasms	1
hsa-mir-146b	Pancreatic Neoplasms	1
hsa-mir-155	Pancreatic Neoplasms	1
hsa-mir-155	Pancreatic Neoplasms	1
hsa-mir-155	Pancreatic Neoplasms	1
hsa-mir-15a	Pancreatic Neoplasms	1
hsa-mir-15b	Pancreatic Neoplasms	1
hsa-mir-17	Pancreatic Neoplasms	1
hsa-mir-17	Pancreatic Neoplasms	1
hsa-mir-181b	Pancreatic Neoplasms	1
hsa-mir-181b	Pancreatic Neoplasms	1
hsa-mir-181b	Pancreatic Neoplasms	1
hsa-mir-182	Pancreatic Neoplasms	1
hsa-mir-183	Pancreatic Neoplasms	1
hsa-mir-186	Pancreatic Neoplasms	1
hsa-mir-190a	Pancreatic Neoplasms	1
hsa-mir-191	Pancreatic Neoplasms	1
hsa-mir-194	Pancreatic Neoplasms	1
hsa-mir-194	Pancreatic Neoplasms	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-196a	Pancreatic Neoplasms	1
hsa-mir-199a	Pancreatic Neoplasms	1
hsa-mir-200b	Pancreatic Neoplasms	1
hsa-mir-200b	Pancreatic Neoplasms	1
hsa-mir-200c	Pancreatic Neoplasms	1
hsa-mir-203	Pancreatic Neoplasms	1
hsa-mir-204	Pancreatic Neoplasms	1
hsa-mir-20a	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-21	Pancreatic Neoplasms	1
hsa-mir-210	Pancreatic Neoplasms	1
hsa-mir-210	Pancreatic Neoplasms	1
hsa-mir-210	Pancreatic Neoplasms	1
hsa-mir-210	Pancreatic Neoplasms	1
hsa-mir-214	Pancreatic Neoplasms	1
hsa-mir-214	Pancreatic Neoplasms	1
hsa-mir-218	Pancreatic Neoplasms	1
hsa-mir-221	Pancreatic Neoplasms	1
hsa-mir-221	Pancreatic Neoplasms	1
hsa-mir-221	Pancreatic Neoplasms	1
hsa-mir-221	Pancreatic Neoplasms	1
hsa-mir-222	Pancreatic Neoplasms	1
hsa-mir-222	Pancreatic Neoplasms	1
hsa-mir-222	Pancreatic Neoplasms	1
hsa-mir-223	Pancreatic Neoplasms	1
hsa-mir-24	Pancreatic Neoplasms	1
hsa-mir-24	Pancreatic Neoplasms	1
hsa-mir-25	Pancreatic Neoplasms	1
hsa-mir-25	Pancreatic Neoplasms	1
hsa-mir-26a	Pancreatic Neoplasms	1
hsa-mir-27a	Pancreatic Neoplasms	1
hsa-mir-27a	Pancreatic Neoplasms	1
hsa-mir-27b	Pancreatic Neoplasms	1
hsa-mir-27b	Pancreatic Neoplasms	1
hsa-mir-29b	Pancreatic Neoplasms	1
hsa-mir-301b	Pancreatic Neoplasms	1
hsa-mir-30b	Pancreatic Neoplasms	1
hsa-mir-30c	Pancreatic Neoplasms	1
hsa-mir-30c	Pancreatic Neoplasms	1
hsa-mir-30c	Pancreatic Neoplasms	1
hsa-mir-32	Pancreatic Neoplasms	1
hsa-mir-34c	Pancreatic Neoplasms	1
hsa-mir-425	Pancreatic Neoplasms	1
hsa-mir-429	Pancreatic Neoplasms	1
hsa-mir-451a	Pancreatic Neoplasms	1
hsa-mir-451b	Pancreatic Neoplasms	1
hsa-mir-486	Pancreatic Neoplasms	1
hsa-mir-552	Pancreatic Neoplasms	1
hsa-mir-7	Pancreatic Neoplasms	1
hsa-mir-9	Pancreatic Neoplasms	1
hsa-mir-95	Pancreatic Neoplasms	1
hsa-mir-95	Pancreatic Neoplasms	1
hsa-mir-106b	Periodontal Diseases	1
hsa-mir-30e	Periodontal Diseases	1
hsa-let-7a	Periodontitis	1
hsa-let-7a	Periodontitis	1
hsa-let-7a	Periodontitis	1
hsa-let-7c	Periodontitis	1
hsa-mir-130a	Periodontitis	1
hsa-mir-181b	Periodontitis	1
hsa-mir-181b	Periodontitis	1
hsa-mir-19b	Periodontitis	1
hsa-mir-19b	Periodontitis	1
hsa-mir-21	Periodontitis	1
hsa-mir-23a	Periodontitis	1
hsa-mir-301a	Periodontitis	1
hsa-mir-30a	Periodontitis	1
hsa-mir-520d	Periodontitis	1
hsa-mir-548a	Periodontitis	1
hsa-mir-548a	Periodontitis	1
hsa-mir-548a	Periodontitis	1
hsa-mir-101	Pheochromocytoma	1
hsa-mir-101	Pheochromocytoma	1
hsa-mir-183	Pheochromocytoma	1
hsa-mir-483	Pheochromocytoma	1
hsa-let-7b	Solitary Fibrous Tumor, Pleural	1
hsa-let-7e	Solitary Fibrous Tumor, Pleural	1
hsa-mir-1228	Solitary Fibrous Tumor, Pleural	1
hsa-mir-144	Solitary Fibrous Tumor, Pleural	1
hsa-mir-195	Solitary Fibrous Tumor, Pleural	1
hsa-mir-203	Solitary Fibrous Tumor, Pleural	1
hsa-mir-30b	Solitary Fibrous Tumor, Pleural	1
hsa-mir-31	Solitary Fibrous Tumor, Pleural	1
hsa-mir-32	Solitary Fibrous Tumor, Pleural	1
hsa-mir-340	Solitary Fibrous Tumor, Pleural	1
hsa-mir-345	Solitary Fibrous Tumor, Pleural	1
hsa-mir-34a	Solitary Fibrous Tumor, Pleural	1
hsa-mir-423	Solitary Fibrous Tumor, Pleural	1
hsa-mir-483	Solitary Fibrous Tumor, Pleural	1
hsa-mir-582	Solitary Fibrous Tumor, Pleural	1
hsa-mir-584	Solitary Fibrous Tumor, Pleural	1
hsa-mir-595	Solitary Fibrous Tumor, Pleural	1
hsa-mir-615	Solitary Fibrous Tumor, Pleural	1
hsa-mir-7	Solitary Fibrous Tumor, Pleural	1
hsa-mir-885	Solitary Fibrous Tumor, Pleural	1
hsa-mir-9	Solitary Fibrous Tumor, Pleural	1
hsa-mir-451	Polycythemia Vera	1
hsa-let-7b	Pre-Eclampsia	1
hsa-mir-128	Pre-Eclampsia	1
hsa-mir-128	Pre-Eclampsia	1
hsa-mir-128a	Pre-Eclampsia	1
hsa-mir-133b	Pre-Eclampsia	1
hsa-mir-182	Pre-Eclampsia	1
hsa-mir-206	Pre-Eclampsia	1
hsa-mir-21	Pre-Eclampsia	1
hsa-mir-21	Pre-Eclampsia	1
hsa-mir-210	Pre-Eclampsia	1
hsa-mir-210	Pre-Eclampsia	1
hsa-mir-302a	Pre-Eclampsia	1
hsa-mir-302b	Pre-Eclampsia	1
hsa-mir-302c	Pre-Eclampsia	1
hsa-mir-302d	Pre-Eclampsia	1
hsa-mir-302e	Pre-Eclampsia	1
hsa-mir-302f	Pre-Eclampsia	1
hsa-mir-299	Liver Cirrhosis, Biliary	1
hsa-mir-328	Liver Cirrhosis, Biliary	1
hsa-let-7b	Prion Diseases	1
hsa-let-7i	Prion Diseases	1
hsa-mir-128a	Prion Diseases	1
hsa-mir-21	Prion Diseases	1
hsa-mir-222	Prion Diseases	1
hsa-mir-29b	Prion Diseases	1
hsa-mir-342	Prion Diseases	1
hsa-mir-424	Prion Diseases	1
hsa-mir-206	Prolactinoma	1
hsa-mir-23b	Prolactinoma	1
hsa-mir-342	Prolactinoma	1
hsa-mir-432	Prolactinoma	1
hsa-mir-493	Prolactinoma	1
hsa-mir-516b	Prolactinoma	1
hsa-mir-516b	Prolactinoma	1
hsa-mir-550a	Prolactinoma	1
hsa-mir-550a	Prolactinoma	1
hsa-mir-664	Prolactinoma	1
hsa-mir-671	Prolactinoma	1
hsa-let-7b	Prostatic Neoplasms	1
hsa-let-7c	Prostatic Neoplasms	1
hsa-mir-100	Prostatic Neoplasms	1
hsa-mir-106a	Prostatic Neoplasms	1
hsa-mir-106b	Prostatic Neoplasms	1
hsa-mir-107	Prostatic Neoplasms	1
hsa-mir-10a	Prostatic Neoplasms	1
hsa-mir-1207	Prostatic Neoplasms	1
