subgraph id = 238
Nreal : 6024
=================================
Full list of 6024 members:

18	40	115	
18	40	123	
18	40	165	
18	40	186	
18	40	195	
18	40	293	
20	40	116	
3	41	47	
3	41	54	
3	41	57	
3	41	67	
3	41	85	
3	41	86	
3	41	106	
3	41	218	
3	41	253	
4	41	47	
4	41	54	
4	41	57	
4	41	67	
4	41	85	
4	41	86	
4	41	218	
4	41	253	
6	42	43	
6	42	57	
6	42	101	
6	42	102	
6	42	125	
6	42	136	
6	42	238	
6	42	258	
6	42	266	
29	42	67	
29	42	73	
29	42	95	
29	42	125	
29	42	212	
29	42	255	
29	42	266	
30	42	43	
30	42	73	
30	42	91	
30	42	95	
30	42	125	
30	42	128	
30	42	212	
30	42	221	
30	42	255	
30	42	266	
30	42	300	
5	43	96	
5	43	174	
5	43	196	
5	43	212	
5	43	266	
6	43	125	
6	43	266	
30	43	91	
30	43	95	
30	43	96	
30	43	97	
30	43	125	
30	43	128	
30	43	174	
30	43	196	
30	43	212	
30	43	221	
30	43	266	
30	43	300	
42	43	91	
42	43	95	
42	43	125	
42	43	128	
42	43	212	
42	43	221	
42	43	266	
42	43	300	
1	46	175	
1	46	275	
3	47	54	
3	47	57	
3	47	67	
3	47	85	
3	47	86	
3	47	106	
3	47	218	
3	47	253	
4	47	54	
4	47	57	
4	47	67	
4	47	85	
4	47	86	
4	47	218	
4	47	253	
21	47	74	
21	47	85	
21	47	86	
21	47	93	
21	47	99	
21	47	110	
21	47	117	
21	47	121	
21	47	136	
21	47	163	
21	47	168	
21	47	173	
21	47	178	
21	47	182	
21	47	194	
21	47	297	
21	47	303	
21	47	304	
25	47	57	
25	47	67	
25	47	74	
25	47	85	
25	47	86	
25	47	93	
25	47	99	
25	47	110	
25	47	117	
25	47	121	
25	47	136	
25	47	163	
25	47	168	
25	47	173	
25	47	178	
25	47	253	
25	47	297	
25	47	303	
25	47	304	
41	47	54	
41	47	57	
41	47	67	
41	47	74	
41	47	85	
41	47	86	
41	47	99	
41	47	106	
41	47	218	
41	47	251	
41	47	253	
41	47	277	
41	47	297	
9	48	68	
9	48	92	
9	48	185	
9	48	203	
9	48	210	
9	48	236	
9	48	264	
9	48	268	
9	48	282	
34	48	92	
34	48	113	
34	48	177	
34	48	185	
34	48	203	
34	48	210	
34	48	211	
34	48	268	
5	49	104	
5	49	201	
14	49	104	
14	49	302	
14	49	303	
16	49	232	
16	49	244	
16	49	278	
2	50	91	
2	50	209	
2	50	223	
2	50	225	
2	50	244	
2	50	246	
2	50	280	
4	50	57	
4	50	67	
4	50	158	
4	50	161	
4	50	180	
4	50	213	
4	50	223	
4	50	282	
15	50	91	
15	50	209	
15	50	225	
15	50	244	
15	50	280	
24	50	63	
24	50	120	
24	50	128	
24	50	259	
28	50	158	
28	50	161	
28	50	180	
28	50	213	
28	50	282	
35	50	158	
35	50	161	
35	50	180	
35	50	213	
35	50	282	
16	51	65	
16	51	153	
16	51	202	
16	51	285	
24	51	65	
24	51	202	
24	51	276	
24	51	285	
8	52	63	
8	52	158	
8	52	297	
48	52	177	
48	52	203	
48	52	211	
48	52	285	
48	52	300	
48	52	301	
3	54	57	
3	54	67	
3	54	85	
3	54	86	
3	54	106	
3	54	218	
3	54	253	
4	54	57	
4	54	67	
4	54	85	
4	54	86	
4	54	218	
4	54	253	
41	54	57	
41	54	67	
41	54	74	
41	54	85	
41	54	86	
41	54	94	
41	54	99	
41	54	106	
41	54	218	
41	54	251	
41	54	253	
41	54	277	
41	54	297	
47	54	57	
47	54	67	
47	54	74	
47	54	85	
47	54	86	
47	54	99	
47	54	106	
47	54	218	
47	54	251	
47	54	253	
47	54	277	
47	54	297	
24	55	63	
24	55	120	
24	55	128	
25	55	58	
25	55	91	
25	55	120	
25	55	170	
25	55	204	
25	55	249	
25	55	253	
25	55	268	
25	55	294	
30	55	91	
30	55	128	
30	55	174	
30	55	196	
30	55	249	
3	57	67	
3	57	85	
3	57	86	
3	57	105	
3	57	106	
3	57	218	
3	57	253	
4	57	67	
4	57	85	
4	57	86	
4	57	218	
4	57	253	
5	57	67	
5	57	86	
5	57	99	
5	57	107	
5	57	168	
5	57	196	
5	57	205	
5	57	253	
5	57	297	
6	57	74	
6	57	94	
6	57	101	
6	57	102	
6	57	105	
6	57	125	
6	57	136	
6	57	168	
6	57	238	
6	57	258	
25	57	67	
25	57	74	
25	57	85	
25	57	86	
25	57	94	
25	57	99	
25	57	107	
25	57	136	
25	57	168	
25	57	205	
25	57	253	
25	57	297	
41	57	67	
41	57	74	
41	57	85	
41	57	86	
41	57	94	
41	57	99	
41	57	106	
41	57	218	
41	57	251	
41	57	253	
41	57	277	
41	57	297	
42	57	67	
42	57	101	
42	57	102	
42	57	125	
42	57	136	
42	57	238	
42	57	258	
47	57	67	
47	57	74	
47	57	85	
47	57	86	
47	57	99	
47	57	106	
47	57	136	
47	57	168	
47	57	218	
47	57	251	
47	57	253	
47	57	277	
47	57	297	
50	57	67	
54	57	67	
54	57	74	
54	57	85	
54	57	86	
54	57	94	
54	57	99	
54	57	106	
54	57	218	
54	57	251	
54	57	253	
54	57	277	
54	57	297	
5	58	68	
5	58	72	
5	58	99	
5	58	222	
5	58	285	
5	58	294	
5	58	297	
10	58	68	
10	58	170	
10	58	283	
10	58	297	
12	58	98	
12	58	99	
12	58	229	
12	58	270	
12	58	279	
25	58	68	
25	58	72	
25	58	95	
25	58	98	
25	58	99	
25	58	120	
25	58	170	
25	58	222	
25	58	229	
25	58	268	
25	58	270	
25	58	279	
25	58	283	
25	58	285	
25	58	294	
25	58	297	
26	58	99	
26	58	191	
26	58	229	
26	58	270	
26	58	279	
26	58	294	
29	58	95	
29	58	214	
29	58	215	
29	58	250	
29	58	262	
29	58	271	
29	58	294	
55	58	120	
55	58	144	
55	58	170	
55	58	268	
55	58	294	
16	59	79	
16	59	141	
16	59	145	
16	59	202	
16	59	204	
16	59	205	
16	59	208	
16	59	239	
16	59	258	
16	59	260	
16	59	292	
58	61	283	
58	61	297	
16	62	63	
16	62	145	
16	62	153	
16	62	202	
16	62	205	
16	62	260	
16	62	292	
25	62	145	
25	62	205	
25	62	243	
8	63	175	
8	63	239	
16	63	79	
16	63	148	
16	63	153	
16	63	154	
16	63	202	
16	63	205	
16	63	239	
16	63	260	
16	63	285	
16	63	292	
24	63	120	
24	63	128	
24	63	202	
24	63	228	
24	63	259	
24	63	285	
32	63	181	
32	63	271	
32	63	280	
46	63	79	
46	63	138	
46	63	175	
46	63	198	
46	63	254	
50	63	120	
50	63	128	
50	63	165	
50	63	259	
50	63	280	
52	63	285	
55	63	120	
55	63	128	
62	63	153	
62	63	202	
62	63	205	
62	63	260	
62	63	292	
11	64	234	
16	65	153	
16	65	154	
16	65	202	
16	65	239	
16	65	244	
16	65	260	
16	65	285	
16	65	292	
17	65	94	
17	65	123	
17	65	135	
17	65	239	
18	65	94	
18	65	123	
18	65	135	
18	65	239	
24	65	202	
24	65	285	
45	65	170	
45	65	172	
45	65	206	
45	65	226	
45	65	244	
51	65	153	
51	65	202	
51	65	285	
57	65	67	
57	65	94	
57	65	253	
50	66	158	
50	66	161	
50	66	172	
50	66	213	
3	67	85	
3	67	86	
3	67	106	
3	67	218	
3	67	253	
4	67	85	
4	67	86	
4	67	218	
4	67	253	
5	67	86	
5	67	99	
5	67	168	
5	67	196	
5	67	205	
5	67	212	
5	67	253	
5	67	266	
5	67	285	
5	67	297	
25	67	74	
25	67	85	
25	67	86	
25	67	94	
25	67	99	
25	67	168	
25	67	205	
25	67	253	
25	67	285	
25	67	297	
29	67	125	
29	67	212	
29	67	266	
41	67	74	
41	67	85	
41	67	86	
41	67	94	
41	67	99	
41	67	106	
41	67	218	
41	67	251	
41	67	253	
41	67	277	
41	67	297	
42	67	125	
42	67	212	
42	67	266	
47	67	74	
47	67	85	
47	67	86	
47	67	99	
47	67	106	
47	67	168	
47	67	218	
47	67	251	
47	67	253	
47	67	277	
47	67	297	
54	67	74	
54	67	85	
54	67	86	
54	67	94	
54	67	99	
54	67	106	
54	67	218	
54	67	251	
54	67	253	
54	67	277	
54	67	297	
57	67	74	
57	67	79	
57	67	85	
57	67	86	
57	67	94	
57	67	99	
57	67	106	
57	67	125	
57	67	168	
57	67	196	
57	67	205	
57	67	207	
57	67	218	
57	67	251	
57	67	253	
57	67	277	
57	67	297	
65	67	94	
65	67	253	
65	67	285	
5	68	72	
5	68	297	
9	68	77	
9	68	92	
9	68	185	
9	68	203	
9	68	210	
9	68	236	
9	68	264	
9	68	268	
9	68	282	
10	68	283	
10	68	297	
25	68	72	
25	68	120	
25	68	268	
25	68	283	
25	68	297	
48	68	76	
48	68	92	
48	68	185	
48	68	203	
48	68	210	
48	68	236	
48	68	264	
48	68	268	
48	68	282	
58	68	72	
58	68	120	
58	68	185	
58	68	268	
58	68	283	
58	68	297	
2	71	72	
2	71	86	
2	71	107	
2	71	124	
2	71	166	
2	71	224	
2	71	253	
15	71	86	
15	71	149	
15	71	224	
21	71	86	
21	71	107	
21	71	124	
21	71	149	
21	71	166	
21	71	224	
25	71	72	
25	71	86	
25	71	107	
25	71	224	
25	71	253	
2	72	86	
2	72	89	
2	72	107	
2	72	224	
2	72	253	
2	72	257	
5	72	86	
5	72	89	
5	72	103	
5	72	104	
5	72	107	
5	72	133	
5	72	222	
5	72	253	
5	72	285	
5	72	297	
25	72	74	
25	72	86	
25	72	107	
25	72	170	
25	72	193	
25	72	222	
25	72	224	
25	72	253	
25	72	267	
25	72	283	
25	72	285	
25	72	297	
25	72	304	
45	72	170	
45	72	172	
45	72	206	
45	72	226	
58	72	170	
58	72	182	
58	72	222	
58	72	283	
58	72	285	
58	72	297	
68	72	76	
68	72	283	
68	72	297	
69	72	103	
69	72	170	
71	72	86	
71	72	107	
71	72	224	
71	72	253	
29	73	125	
29	73	212	
29	73	255	
29	73	266	
30	73	125	
30	73	212	
30	73	221	
30	73	255	
30	73	266	
42	73	125	
42	73	212	
42	73	221	
42	73	255	
42	73	266	
6	74	94	
6	74	136	
6	74	168	
6	74	184	
6	74	223	
6	74	276	
6	74	301	
13	74	99	
13	74	104	
13	74	107	
13	74	302	
13	74	303	
14	74	99	
14	74	104	
14	74	107	
14	74	190	
14	74	297	
14	74	302	
14	74	303	
21	74	85	
21	74	86	
21	74	93	
21	74	99	
21	74	107	
21	74	110	
21	74	117	
21	74	121	
21	74	136	
21	74	168	
21	74	173	
21	74	178	
21	74	182	
21	74	194	
21	74	276	
21	74	297	
21	74	303	
21	74	304	
25	74	85	
25	74	86	
25	74	93	
25	74	94	
25	74	98	
25	74	99	
25	74	107	
25	74	110	
25	74	117	
25	74	121	
25	74	136	
25	74	168	
25	74	173	
25	74	178	
25	74	253	
25	74	297	
25	74	303	
25	74	304	
40	74	89	
40	74	136	
41	74	85	
41	74	86	
41	74	94	
41	74	99	
41	74	106	
41	74	218	
41	74	253	
41	74	297	
47	74	85	
47	74	86	
47	74	93	
47	74	99	
47	74	106	
47	74	110	
47	74	117	
47	74	121	
47	74	136	
47	74	168	
47	74	173	
47	74	178	
47	74	182	
47	74	194	
47	74	218	
47	74	253	
47	74	297	
47	74	303	
47	74	304	
54	74	85	
54	74	86	
54	74	94	
54	74	99	
54	74	106	
54	74	218	
54	74	253	
54	74	297	
57	74	85	
57	74	86	
57	74	94	
57	74	99	
57	74	106	
57	74	107	
57	74	136	
57	74	168	
57	74	218	
57	74	253	
57	74	297	
67	74	85	
67	74	86	
67	74	94	
67	74	99	
67	74	106	
67	74	168	
67	74	218	
67	74	253	
67	74	297	
67	74	301	
72	74	86	
72	74	89	
72	74	104	
72	74	107	
72	74	133	
72	74	182	
72	74	194	
72	74	253	
72	74	297	
72	74	304	
28	76	161	
28	76	180	
28	76	186	
28	76	273	
28	76	282	
30	76	130	
30	76	249	
30	76	287	
48	76	92	
48	76	185	
48	76	203	
48	76	210	
48	76	236	
48	76	264	
48	76	268	
48	76	282	
68	76	77	
68	76	92	
68	76	185	
68	76	203	
68	76	210	
68	76	236	
68	76	264	
68	76	268	
68	76	282	
9	77	236	
9	77	271	
9	77	282	
34	77	114	
34	77	120	
34	77	177	
34	77	211	
34	77	231	
34	77	287	
68	77	120	
68	77	236	
68	77	282	
76	77	191	
76	77	216	
76	77	236	
76	77	271	
76	77	282	
76	77	287	
16	79	141	
16	79	145	
16	79	148	
16	79	202	
16	79	204	
16	79	208	
16	79	239	
16	79	258	
16	79	260	
16	79	292	
28	79	88	
28	79	126	
28	79	178	
28	79	186	
28	79	204	
46	79	198	
57	79	253	
57	79	258	
59	79	141	
59	79	145	
59	79	202	
59	79	204	
59	79	208	
59	79	239	
59	79	258	
59	79	260	
59	79	292	
63	79	148	
63	79	198	
63	79	202	
63	79	239	
63	79	260	
63	79	292	
67	79	253	
15	80	81	
15	80	99	
15	80	111	
15	80	137	
15	80	168	
15	80	178	
15	80	204	
15	80	233	
15	80	279	
15	80	293	
21	80	81	
21	80	99	
21	80	111	
21	80	137	
21	80	168	
21	80	178	
21	80	204	
21	80	233	
21	80	235	
21	80	276	
21	80	279	
21	80	293	
21	80	298	
15	81	91	
15	81	99	
15	81	111	
15	81	137	
15	81	168	
15	81	178	
15	81	204	
15	81	233	
15	81	279	
15	81	293	
15	81	304	
21	81	91	
21	81	93	
21	81	99	
21	81	110	
21	81	111	
21	81	117	
21	81	137	
21	81	168	
21	81	178	
21	81	204	
21	81	233	
21	81	279	
21	81	293	
21	81	298	
21	81	304	
26	81	99	
26	81	159	
26	81	186	
26	81	191	
26	81	279	
80	81	99	
80	81	111	
80	81	137	
80	81	168	
80	81	178	
80	81	204	
80	81	233	
80	81	279	
80	81	293	
80	81	298	
3	85	86	
3	85	106	
3	85	218	
3	85	253	
4	85	86	
4	85	218	
4	85	253	
21	85	86	
21	85	93	
21	85	99	
21	85	110	
21	85	117	
21	85	121	
21	85	136	
21	85	163	
21	85	168	
21	85	173	
21	85	178	
21	85	182	
21	85	194	
21	85	297	
21	85	303	
21	85	304	
25	85	86	
25	85	93	
25	85	99	
25	85	110	
25	85	117	
25	85	121	
25	85	136	
25	85	163	
25	85	168	
25	85	173	
25	85	178	
25	85	253	
25	85	297	
25	85	303	
25	85	304	
41	85	86	
41	85	99	
41	85	106	
41	85	218	
41	85	251	
41	85	253	
41	85	277	
41	85	297	
47	85	86	
47	85	93	
47	85	99	
47	85	106	
47	85	110	
47	85	117	
47	85	121	
47	85	136	
47	85	163	
47	85	168	
47	85	173	
47	85	178	
47	85	182	
47	85	194	
47	85	218	
47	85	251	
47	85	253	
47	85	277	
47	85	297	
47	85	303	
47	85	304	
54	85	86	
54	85	99	
54	85	106	
54	85	218	
54	85	251	
54	85	253	
54	85	277	
54	85	297	
57	85	86	
57	85	99	
57	85	106	
57	85	136	
57	85	168	
57	85	218	
57	85	251	
57	85	253	
57	85	277	
57	85	297	
67	85	86	
67	85	99	
67	85	106	
67	85	168	
67	85	218	
67	85	251	
67	85	253	
67	85	277	
67	85	297	
74	85	86	
74	85	93	
74	85	99	
74	85	106	
74	85	110	
74	85	117	
74	85	121	
74	85	136	
74	85	168	
74	85	173	
74	85	178	
74	85	182	
74	85	194	
74	85	218	
74	85	253	
74	85	297	
74	85	303	
74	85	304	
2	86	107	
2	86	124	
2	86	166	
2	86	168	
2	86	224	
2	86	253	
2	86	280	
3	86	106	
3	86	218	
3	86	253	
4	86	161	
4	86	166	
4	86	218	
4	86	253	
5	86	99	
5	86	107	
5	86	168	
5	86	222	
5	86	249	
5	86	253	
5	86	280	
5	86	285	
5	86	297	
10	86	101	
10	86	168	
10	86	169	
10	86	178	
10	86	207	
10	86	237	
10	86	249	
10	86	255	
10	86	293	
10	86	297	
12	86	99	
12	86	101	
12	86	168	
12	86	169	
12	86	178	
12	86	207	
12	86	237	
12	86	249	
12	86	255	
12	86	280	
12	86	293	
15	86	99	
15	86	168	
15	86	178	
15	86	224	
15	86	280	
15	86	293	
20	86	99	
20	86	116	
20	86	176	
21	86	99	
21	86	107	
21	86	124	
21	86	166	
21	86	168	
21	86	178	
21	86	211	
21	86	224	
21	86	249	
21	86	293	
21	86	297	
25	86	94	
25	86	99	
25	86	107	
25	86	116	
25	86	168	
25	86	178	
25	86	222	
25	86	224	
25	86	249	
25	86	253	
25	86	285	
25	86	297	
41	86	94	
41	86	99	
41	86	106	
41	86	218	
41	86	251	
41	86	253	
41	86	277	
41	86	297	
47	86	99	
47	86	106	
47	86	168	
47	86	178	
47	86	218	
47	86	251	
47	86	253	
47	86	277	
47	86	297	
54	86	94	
54	86	99	
54	86	106	
54	86	218	
54	86	251	
54	86	253	
54	86	277	
54	86	297	
57	86	94	
57	86	99	
57	86	101	
57	86	106	
57	86	107	
57	86	168	
57	86	207	
57	86	218	
57	86	251	
57	86	253	
57	86	277	
57	86	297	
67	86	94	
67	86	99	
67	86	106	
67	86	168	
67	86	207	
67	86	218	
67	86	251	
67	86	253	
67	86	277	
67	86	285	
67	86	297	
71	86	107	
71	86	124	
71	86	166	
71	86	224	
71	86	253	
72	86	107	
72	86	222	
72	86	224	
72	86	253	
72	86	285	
72	86	297	
74	86	94	
74	86	99	
74	86	106	
74	86	107	
74	86	168	
74	86	178	
74	86	218	
74	86	253	
74	86	297	
85	86	99	
85	86	106	
85	86	168	
85	86	178	
85	86	218	
85	86	251	
85	86	253	
85	86	277	
85	86	297	
56	87	89	
56	87	124	
56	87	280	
28	88	126	
28	88	178	
28	88	186	
28	88	204	
51	88	149	
79	88	126	
79	88	166	
79	88	178	
79	88	186	
79	88	204	
79	88	223	
2	89	98	
2	89	107	
2	89	124	
2	89	166	
2	89	168	
5	89	104	
5	89	107	
5	89	133	
5	89	168	
5	89	212	
8	89	238	
26	89	238	
30	89	133	
30	89	168	
30	89	212	
56	89	124	
72	89	104	
72	89	107	
72	89	133	
74	89	98	
74	89	104	
74	89	107	
74	89	133	
74	89	154	
74	89	168	
74	89	276	
87	89	124	
63	90	140	
63	90	165	
63	90	239	
2	91	123	
2	91	168	
2	91	209	
2	91	225	
2	91	244	
2	91	246	
2	91	280	
15	91	99	
15	91	168	
15	91	178	
15	91	209	
15	91	225	
15	91	244	
15	91	278	
15	91	279	
15	91	280	
15	91	293	
17	91	115	
17	91	123	
17	91	165	
17	91	186	
17	91	195	
17	91	293	
17	91	297	
18	91	115	
18	91	123	
18	91	165	
18	91	186	
18	91	195	
18	91	293	
18	91	297	
21	91	99	
21	91	128	
21	91	168	
21	91	178	
21	91	279	
21	91	293	
21	91	297	
25	91	95	
25	91	99	
25	91	168	
25	91	178	
25	91	246	
25	91	278	
25	91	279	
25	91	297	
30	91	95	
30	91	125	
30	91	128	
30	91	168	
30	91	221	
30	91	228	
30	91	266	
40	91	115	
40	91	123	
40	91	165	
40	91	186	
40	91	195	
40	91	293	
42	91	95	
42	91	125	
42	91	128	
42	91	221	
42	91	266	
43	91	95	
43	91	125	
43	91	128	
43	91	221	
43	91	266	
50	91	128	
50	91	165	
50	91	209	
50	91	225	
50	91	244	
50	91	246	
50	91	259	
50	91	280	
55	91	128	
81	91	99	
81	91	168	
81	91	178	
81	91	186	
81	91	279	
81	91	293	
9	92	185	
9	92	203	
9	92	210	
9	92	236	
9	92	264	
9	92	268	
9	92	282	
23	92	185	
23	92	261	
32	92	185	
32	92	210	
32	92	268	
34	92	120	
34	92	185	
34	92	203	
34	92	210	
34	92	211	
34	92	230	
34	92	268	
48	92	185	
48	92	203	
48	92	210	
48	92	211	
48	92	236	
48	92	264	
48	92	268	
48	92	282	
50	92	120	
50	92	152	
50	92	165	
50	92	185	
50	92	203	
50	92	210	
50	92	246	
50	92	268	
50	92	282	
68	92	120	
68	92	185	
68	92	203	
68	92	210	
68	92	236	
68	92	264	
68	92	268	
68	92	282	
68	92	297	
76	92	185	
76	92	203	
76	92	210	
76	92	236	
76	92	264	
76	92	268	
76	92	282	
21	93	110	
21	93	117	
21	93	121	
21	93	136	
21	93	163	
21	93	168	
21	93	173	
21	93	178	
21	93	182	
21	93	194	
21	93	303	
21	93	304	
25	93	110	
25	93	117	
25	93	121	
25	93	136	
25	93	163	
25	93	168	
25	93	173	
25	93	178	
25	93	303	
25	93	304	
47	93	110	
47	93	117	
47	93	121	
47	93	136	
47	93	163	
47	93	168	
47	93	173	
47	93	178	
47	93	182	
47	93	194	
47	93	303	
47	93	304	
74	93	110	
74	93	117	
74	93	121	
74	93	136	
74	93	168	
74	93	173	
74	93	178	
74	93	182	
74	93	194	
74	93	303	
74	93	304	
81	93	110	
81	93	117	
81	93	168	
81	93	178	
81	93	304	
85	93	110	
85	93	117	
85	93	121	
85	93	136	
85	93	163	
85	93	168	
85	93	173	
85	93	178	
85	93	182	
85	93	194	
85	93	303	
85	93	304	
6	94	168	
6	94	184	
17	94	123	
17	94	135	
17	94	239	
18	94	123	
18	94	135	
18	94	239	
25	94	168	
25	94	170	
25	94	246	
25	94	253	
25	94	294	
38	94	170	
41	94	253	
54	94	253	
57	94	168	
57	94	253	
65	94	123	
65	94	135	
65	94	170	
65	94	239	
65	94	253	
67	94	168	
67	94	253	
74	94	168	
74	94	184	
74	94	253	
86	94	168	
86	94	253	
25	95	96	
25	95	170	
25	95	268	
25	95	294	
25	95	297	
29	95	109	
29	95	125	
29	95	212	
29	95	215	
29	95	250	
29	95	262	
29	95	266	
29	95	271	
29	95	281	
29	95	294	
30	95	96	
30	95	125	
30	95	128	
30	95	212	
30	95	221	
30	95	266	
42	95	125	
42	95	128	
42	95	160	
42	95	212	
42	95	221	
42	95	266	
43	95	96	
43	95	125	
43	95	128	
43	95	212	
43	95	221	
43	95	266	
58	95	148	
58	95	170	
58	95	215	
58	95	250	
58	95	262	
58	95	268	
58	95	271	
58	95	294	
58	95	297	
91	95	125	
91	95	128	
91	95	221	
91	95	266	
91	95	271	
91	95	297	
5	96	212	
5	96	266	
5	96	285	
25	96	285	
25	96	304	
30	96	97	
30	96	125	
30	96	128	
30	96	212	
30	96	266	
32	96	181	
32	96	216	
32	96	271	
32	96	304	
43	96	97	
43	96	125	
43	96	128	
43	96	212	
43	96	216	
43	96	266	
95	96	125	
95	96	128	
95	96	212	
95	96	266	
95	96	271	
30	97	125	
30	97	174	
30	97	196	
30	97	249	
30	97	300	
43	97	125	
43	97	174	
43	97	196	
43	97	300	
77	97	177	
77	97	300	
96	97	125	
2	98	118	
2	98	123	
2	98	166	
2	98	179	
2	98	205	
2	98	241	
2	98	246	
2	98	257	
12	98	99	
12	98	229	
12	98	270	
12	98	279	
25	98	99	
25	98	205	
25	98	229	
25	98	246	
25	98	270	
25	98	279	
58	98	99	
58	98	229	
58	98	270	
58	98	279	
74	98	99	
74	98	104	
74	98	133	
74	98	276	
89	98	104	
89	98	133	
89	98	166	
89	98	276	
92	98	108	
92	98	206	
92	98	246	
5	99	104	
5	99	107	
5	99	168	
12	99	168	
12	99	178	
12	99	229	
12	99	270	
12	99	279	
12	99	293	
13	99	104	
13	99	107	
13	99	302	
13	99	303	
14	99	104	
14	99	107	
14	99	190	
14	99	302	
14	99	303	
15	99	111	
15	99	137	
15	99	168	
15	99	178	
15	99	204	
15	99	233	
15	99	279	
15	99	293	
20	99	116	
20	99	176	
21	99	107	
21	99	111	
21	99	137	
21	99	168	
21	99	178	
21	99	204	
21	99	233	
21	99	235	
21	99	276	
21	99	279	
21	99	288	
21	99	293	
21	99	298	
21	99	303	
25	99	107	
25	99	116	
25	99	168	
25	99	178	
25	99	204	
25	99	229	
25	99	270	
25	99	279	
25	99	288	
25	99	303	
26	99	176	
26	99	229	
26	99	270	
26	99	279	
26	99	288	
41	99	218	
47	99	168	
47	99	178	
47	99	218	
47	99	303	
54	99	218	
57	99	107	
57	99	168	
57	99	218	
58	99	229	
58	99	270	
58	99	279	
67	99	168	
67	99	218	
74	99	104	
74	99	107	
74	99	168	
74	99	178	
74	99	190	
74	99	218	
74	99	276	
74	99	302	
74	99	303	
80	99	111	
80	99	137	
80	99	168	
80	99	178	
80	99	204	
80	99	233	
80	99	235	
80	99	276	
80	99	279	
80	99	293	
80	99	298	
81	99	111	
81	99	137	
81	99	168	
81	99	178	
81	99	204	
81	99	233	
81	99	279	
81	99	293	
81	99	298	
85	99	168	
85	99	178	
85	99	218	
85	99	303	
86	99	107	
86	99	116	
86	99	168	
86	99	176	
86	99	178	
86	99	218	
86	99	293	
91	99	168	
91	99	178	
91	99	190	
91	99	279	
91	99	293	
98	99	104	
98	99	229	
