all	coherent	ratio
689	332	0.929971988796
710	359	1.02279202279
707	368	1.08554572271
676	332	0.96511627907
697	346	0.985754985755
658	343	1.08888888889
714	334	0.878947368421
698	367	1.10876132931
697	342	0.96338028169
737	342	0.86582278481
694	349	1.0115942029
742	373	1.0108401084
690	348	1.01754385965
663	346	1.09148264984
705	344	0.952908587258
731	384	1.10662824207
690	363	1.11009174312
688	358	1.08484848485
631	332	1.11036789298
709	350	0.974930362117
628	318	1.02580645161
688	363	1.11692307692
722	359	0.988980716253
670	328	0.959064327485
687	343	0.997093023256
720	399	1.24299065421
678	328	0.937142857143
686	368	1.1572327044
652	327	1.00615384615
678	347	1.04833836858
646	329	1.03785488959
708	360	1.03448275862
704	355	1.01719197708
655	343	1.09935897436
751	358	0.910941475827
641	329	1.05448717949
665	331	0.991017964072
679	365	1.16242038217
694	352	1.02923976608
695	347	0.997126436782
696	346	0.988571428571
679	349	1.05757575758
688	352	1.04761904762
728	361	0.983651226158
744	401	1.16909620991
695	330	0.904109589041
642	350	1.19863013699
670	360	1.16129032258
697	351	1.01445086705
716	366	1.04571428571
650	338	1.08333333333
769	391	1.03439153439
691	362	1.10030395137
670	347	1.07430340557
698	360	1.0650887574
657	323	0.967065868263
666	336	1.01818181818
708	352	0.988764044944
660	308	0.875
704	373	1.12688821752
707	350	0.980392156863
646	337	1.09061488673
646	322	0.993827160494
675	348	1.06422018349
695	349	1.00867052023
704	359	1.04057971014
631	324	1.05537459283
697	346	0.985754985755
676	338	1.0
724	404	1.2625
697	375	1.16459627329
679	331	0.951149425287
672	336	1.0
712	361	1.02849002849
688	336	0.954545454545
682	338	0.982558139535
674	361	1.15335463259
717	373	1.08430232558
658	318	0.935294117647
698	346	0.982954545455
709	344	0.942465753425
697	343	0.968926553672
664	347	1.09463722397
679	362	1.14195583596
694	343	0.977207977208
706	355	1.0113960114
685	363	1.12732919255
683	354	1.07598784195
701	347	0.980225988701
646	334	1.07051282051
719	359	0.997222222222
702	349	0.988668555241
652	348	1.14473684211
674	362	1.16025641026
674	342	1.03012048193
700	364	1.08333333333
709	337	0.905913978495
677	352	1.08307692308
682	358	1.1049382716
700	332	0.902173913043
736	366	0.989189189189
662	323	0.952802359882
686	334	0.948863636364
704	355	1.01719197708
679	354	1.08923076923
734	382	1.08522727273
691	364	1.11314984709
726	370	1.0393258427
683	338	0.979710144928
703	366	1.08605341246
745	380	1.04109589041
683	347	1.03273809524
682	340	0.994152046784
729	372	1.04201680672
690	354	1.05357142857
680	328	0.931818181818
633	310	0.959752321981
706	368	1.08875739645
720	379	1.11143695015
677	360	1.1356466877
675	347	1.05792682927
677	342	1.02089552239
722	358	0.983516483516
670	330	0.970588235294
646	334	1.07051282051
668	337	1.01812688822
667	355	1.13782051282
707	367	1.07941176471
661	339	1.05279503106
678	338	0.994117647059
688	349	1.02949852507
712	354	0.988826815642
702	372	1.12727272727
682	350	1.05421686747
686	344	1.00584795322
681	340	0.99706744868
715	337	0.891534391534
682	371	1.19292604502
719	365	1.03107344633
701	364	1.08011869436
698	340	0.949720670391
688	346	1.01169590643
687	358	1.08814589666
659	342	1.07886435331
645	352	1.20136518771
691	350	1.02639296188
684	352	1.06024096386
673	308	0.843835616438
682	364	1.14465408805
715	372	1.08454810496
711	357	1.00847457627
654	337	1.06309148265
699	344	0.969014084507
690	352	1.04142011834
672	335	0.994065281899
696	367	1.11550151976
716	367	1.05157593123
722	364	1.01675977654
710	353	0.988795518207
680	321	0.894150417827
692	361	1.09063444109
717	395	1.22670807453
677	348	1.05775075988
723	371	1.05397727273
671	349	1.08385093168
689	335	0.946327683616
692	357	1.06567164179
736	366	0.989189189189
685	356	1.0820668693
714	373	1.09384164223
648	325	1.00619195046
715	351	0.964285714286
694	354	1.04117647059
655	326	0.990881458967
699	356	1.03790087464
657	346	1.11254019293
704	367	1.08902077151
742	393	1.12607449857
643	320	0.990712074303
699	329	0.889189189189
712	360	1.02272727273
716	388	1.18292682927
726	373	1.0566572238
700	341	0.949860724234
675	355	1.109375
718	339	0.894459102902
672	347	1.06769230769
653	345	1.12012987013
748	383	1.04931506849
744	386	1.0782122905
658	318	0.935294117647
676	351	1.08
660	349	1.12218649518
664	306	0.854748603352
710	350	0.972222222222
702	357	1.0347826087
655	313	0.915204678363
695	340	0.957746478873
621	311	1.00322580645
685	350	1.0447761194
712	329	0.859007832898
722	379	1.10495626822
692	351	1.0293255132
700	364	1.08333333333
703	361	1.05555555556
677	340	1.00890207715
744	396	1.13793103448
693	339	0.957627118644
702	366	1.08928571429
659	338	1.05295950156
655	313	0.915204678363
704	352	1.0
698	351	1.01152737752
622	317	1.0393442623
731	390	1.14369501466
700	364	1.08333333333
674	342	1.03012048193
655	357	1.19798657718
684	332	0.943181818182
679	329	0.94
702	376	1.15337423313
694	353	1.03519061584
674	353	1.09968847352
694	352	1.02923976608
683	365	1.14779874214
725	373	1.05965909091
686	363	1.12383900929
703	368	1.09850746269
715	372	1.08454810496
733	360	0.965147453083
705	364	1.06744868035
661	344	1.08517350158
664	342	1.06211180124
708	350	0.977653631285
652	358	1.21768707483
665	342	1.05882352941
661	360	1.19601328904
671	345	1.05828220859
705	357	1.02586206897
713	347	0.948087431694
692	368	1.13580246914
716	384	1.15662650602
668	327	0.958944281525
637	312	0.96
697	370	1.13149847095
704	359	1.04057971014
741	393	1.12931034483
682	344	1.01775147929
733	386	1.11239193084
660	333	1.01834862385
666	331	0.988059701493
712	375	1.11275964392
666	322	0.936046511628
688	342	0.988439306358
707	352	0.991549295775
692	358	1.07185628743
752	405	1.16714697406
698	360	1.0650887574
683	362	1.1277258567
685	350	1.0447761194
698	364	1.08982035928
734	367	1.0
713	385	1.1737804878
702	358	1.04069767442
673	354	1.10971786834
722	369	1.04532577904
701	350	0.997150997151
712	365	1.05187319885
690	365	1.12307692308
708	362	1.04624277457
738	391	1.12680115274
636	303	0.90990990991
648	339	1.09708737864
683	333	0.951428571429
704	361	1.05247813411
689	343	0.991329479769
693	361	1.08734939759
640	316	0.975308641975
660	326	0.976047904192
686	350	1.04166666667
713	347	0.948087431694
661	333	1.01524390244
680	320	0.888888888889
671	332	0.979351032448
691	345	0.99710982659
636	308	0.939024390244
704	365	1.07669616519
640	306	0.916167664671
656	346	1.11612903226
675	364	1.17041800643
714	368	1.06358381503
669	344	1.05846153846
695	325	0.878378378378
679	327	0.928977272727
706	359	1.03458213256
692	359	1.07807807808
718	369	1.05730659026
687	350	1.03857566766
648	312	0.928571428571
683	368	1.16825396825
699	366	1.0990990991
739	372	1.0136239782
651	316	0.94328358209
716	376	1.10588235294
703	390	1.24600638978
666	318	0.913793103448
702	358	1.04069767442
657	353	1.16118421053
706	357	1.0229226361
697	354	1.03206997085
701	342	0.952646239554
701	352	1.00859598854
681	326	0.918309859155
698	352	1.01734104046
670	345	1.06153846154
672	359	1.14696485623
727	360	0.980926430518
679	332	0.956772334294
693	364	1.10638297872
623	312	1.00321543408
689	328	0.908587257618
673	326	0.939481268012
673	344	1.04559270517
707	396	1.27331189711
686	343	1.0
698	376	1.16770186335
701	359	1.04970760234
684	338	0.976878612717
719	364	1.02535211268
727	371	1.04213483146
719	353	0.964480874317
671	342	1.03951367781
670	339	1.02416918429
734	383	1.09116809117
716	375	1.09970674487
680	340	1.0
723	382	1.12023460411
691	361	1.09393939394
691	343	0.985632183908
661	331	1.00303030303
683	340	0.991253644315
646	346	1.15333333333
689	337	0.957386363636
703	360	1.04956268222
717	374	1.09037900875
687	354	1.06306306306
638	340	1.14093959732
667	334	1.003003003
716	378	1.11834319527
656	358	1.20134228188
669	345	1.06481481481
705	351	0.991525423729
705	364	1.06744868035
680	316	0.868131868132
722	368	1.0395480226
722	377	1.09275362319
694	372	1.15527950311
698	335	0.922865013774
663	347	1.09810126582
717	365	1.03693181818
653	337	1.0664556962
684	346	1.02366863905
649	328	1.02180685358
631	303	0.923780487805
729	390	1.15044247788
700	354	1.02312138728
697	335	0.925414364641
705	364	1.06744868035
647	333	1.06050955414
666	315	0.897435897436
707	383	1.18209876543
684	335	0.959885386819
700	355	1.02898550725
660	360	1.2
679	378	1.25581395349
697	370	1.13149847095
667	338	1.0273556231
665	344	1.07165109034
694	367	1.12232415902
696	359	1.06528189911
651	345	1.12745098039
657	332	1.02153846154
691	349	1.02046783626
735	367	0.997282608696
705	360	1.04347826087
665	318	0.916426512968
675	338	1.00296735905
711	358	1.01416430595
652	333	1.04388714734
689	344	0.997101449275
707	339	0.921195652174
696	349	1.00576368876
671	355	1.12341772152
697	341	0.957865168539
749	376	1.00804289544
681	316	0.865753424658
729	372	1.04201680672
678	361	1.13880126183
650	335	1.06349206349
680	325	0.915492957746
677	339	1.00295857988
709	374	1.11641791045
661	338	1.04643962848
726	357	0.967479674797
693	350	1.02040816327
707	367	1.07941176471
682	361	1.1246105919
697	335	0.925414364641
692	338	0.954802259887
683	370	1.1821086262
709	359	1.02571428571
698	366	1.10240963855
674	364	1.17419354839
659	338	1.05295950156
711	371	1.09117647059
719	393	1.20552147239
681	366	1.1619047619
622	323	1.08026755853
687	361	1.10736196319
684	364	1.1375
653	328	1.00923076923
696	336	0.933333333333
705	358	1.03170028818
728	381	1.09798270893
709	351	0.980446927374
672	359	1.14696485623
681	347	1.03892215569
638	325	1.03833865815
708	371	1.10089020772
719	381	1.12721893491
726	361	0.98904109589
695	345	0.985714285714
669	323	0.933526011561
715	372	1.08454810496
677	334	0.973760932945
682	337	0.976811594203
652	338	1.07643312102
692	355	1.05341246291
681	373	1.21103896104
697	349	1.00287356322
658	329	1.0
693	321	0.862903225806
694	338	0.949438202247
694	369	1.13538461538
708	377	1.13897280967
707	349	0.974860335196
726	378	1.08620689655
707	366	1.07331378299
703	354	1.01432664756
682	341	1.0
695	349	1.00867052023
664	303	0.839335180055
683	365	1.14779874214
665	342	1.05882352941
678	366	1.17307692308
689	335	0.946327683616
715	344	0.927223719677
652	360	1.23287671233
642	312	0.945454545455
658	332	1.01840490798
691	323	0.877717391304
660	341	1.06896551724
688	328	0.911111111111
712	366	1.05780346821
668	356	1.14102564103
695	356	1.05014749263
713	362	1.03133903134
637	298	0.879056047198
687	343	0.997093023256
718	371	1.06916426513
688	334	0.943502824859
647	344	1.13531353135
710	366	1.06395348837
697	345	0.980113636364
686	358	1.09146341463
674	364	1.17419354839
682	364	1.14465408805
672	348	1.07407407407
710	348	0.961325966851
688	332	0.932584269663
705	382	1.1826625387
640	330	1.06451612903
673	336	0.99703264095
681	343	1.01479289941
666	345	1.07476635514
712	362	1.03428571429
726	365	1.01108033241
701	335	0.915300546448
737	357	0.939473684211
682	345	1.0237388724
662	335	1.0244648318
660	345	1.09523809524
689	337	0.957386363636
658	328	0.993939393939
693	351	1.02631578947
689	371	1.16666666667
673	352	1.09657320872
666	321	0.930434782609
675	357	1.12264150943
662	325	0.964391691395
686	347	1.02359882006
684	363	1.1308411215
721	346	0.922666666667
671	344	1.05198776758
705	336	0.910569105691
740	372	1.01086956522
659	326	0.978978978979
667	348	1.09090909091
668	344	1.06172839506
686	337	0.965616045845
704	331	0.887399463807
673	321	0.911931818182
641	321	1.003125
724	369	1.03943661972
692	357	1.06567164179
667	352	1.11746031746
746	399	1.14985590778
701	374	1.14373088685
712	361	1.02849002849
708	361	1.04034582133
672	350	1.08695652174
710	355	1.0
636	323	1.03194888179
667	324	0.944606413994
734	354	0.931578947368
765	410	1.15492957746
690	335	0.943661971831
642	319	0.987616099071
704	356	1.02298850575
700	335	0.917808219178
679	382	1.2861952862
642	328	1.04458598726
651	337	1.07324840764
687	377	1.21612903226
622	300	0.931677018634
696	333	0.917355371901
736	394	1.15204678363
672	332	0.976470588235
670	345	1.06153846154
689	367	1.1397515528
688	335	0.949008498584
677	367	1.18387096774
715	364	1.03703703704
678	343	1.02388059701
644	317	0.969418960245
723	377	1.08959537572
683	351	1.05722891566
661	330	0.996978851964
689	353	1.0505952381
706	355	1.0113960114
675	347	1.05792682927
714	334	0.878947368421
681	334	0.962536023055
739	371	1.00815217391
678	370	1.2012987013
696	348	1.0
681	344	1.02077151335
668	319	0.914040114613
684	356	1.08536585366
647	332	1.05396825397
700	352	1.01149425287
674	361	1.15335463259
698	331	0.901907356948
669	355	1.13057324841
699	361	1.06804733728
670	353	1.11356466877
688	358	1.08484848485
674	342	1.03012048193
747	399	1.14655172414
701	373	1.13719512195
739	365	0.975935828877
680	338	0.988304093567
734	381	1.07932011331
693	390	1.28712871287
675	339	1.00892857143
674	349	1.07384615385
688	346	1.01169590643
696	361	1.0776119403
708	357	1.01709401709
634	326	1.05844155844
689	357	1.07530120482
705	371	1.11077844311
688	356	1.07228915663
702	356	1.0289017341
685	352	1.05705705706
697	352	1.02028985507
671	336	1.00298507463
625	323	1.06953642384
730	362	0.983695652174
692	368	1.13580246914
711	356	1.00281690141
700	359	1.05278592375
711	350	0.969529085873
651	342	1.1067961165
672	334	0.988165680473
708	367	1.07624633431
674	328	0.947976878613
637	340	1.14478114478
680	353	1.07951070336
660	342	1.07547169811
712	364	1.04597701149
703	347	0.974719101124
655	326	0.990881458967
699	352	1.0144092219
659	326	0.978978978979
653	337	1.0664556962
707	341	0.931693989071
644	334	1.07741935484
720	367	1.03966005666
699	346	0.980169971671
722	364	1.01675977654
745	362	0.945169712794
655	323	0.972891566265
687	334	0.946175637394
694	354	1.04117647059
696	344	0.977272727273
672	363	1.17475728155
742	377	1.03287671233
682	338	0.982558139535
654	311	0.906705539359
710	376	1.12574850299
723	380	1.10787172012
709	367	1.0730994152
667	330	0.979228486647
701	346	0.974647887324
685	346	1.02064896755
658	343	1.08888888889
669	353	1.11708860759
699	373	1.14417177914
703	348	0.980281690141
709	367	1.0730994152
717	354	0.97520661157
709	351	0.980446927374
715	340	0.906666666667
701	373	1.13719512195
706	359	1.03458213256
668	332	0.988095238095
660	337	1.04334365325
636	313	0.969040247678
697	339	0.946927374302
658	341	1.07570977918
681	349	1.05120481928
712	352	0.977777777778
703	376	1.1498470948
685	344	1.00879765396
681	348	1.04504504505
672	337	1.00597014925
683	358	1.10153846154
680	344	1.02380952381
735	384	1.09401709402
696	381	1.20952380952
663	341	1.05900621118
633	320	1.02236421725
653	345	1.12012987013
723	350	0.938337801609
708	385	1.1919504644
721	335	0.867875647668
669	334	0.997014925373
785	396	1.01799485861
672	339	1.01801801802
721	329	0.839285714286
687	355	1.06927710843
718	353	0.967123287671
753	385	1.04619565217
694	361	1.08408408408
677	341	1.01488095238
692	343	0.982808022923
704	361	1.05247813411
684	357	1.09174311927
711	374	1.10979228487
693	355	1.05029585799
691	356	1.06268656716
678	357	1.11214953271
666	318	0.913793103448
679	346	1.03903903904
678	350	1.06707317073
670	356	1.13375796178
683	345	1.02071005917
732	358	0.957219251337
700	377	1.16718266254
692	353	1.0412979351
712	336	0.893617021277
714	353	0.97783933518
716	359	1.0056022409
748	393	1.10704225352
731	352	0.928759894459
609	297	0.951923076923
734	388	1.12138728324
702	356	1.0289017341
686	335	0.954415954416
698	344	0.971751412429
687	359	1.09451219512
684	338	0.976878612717
708	354	1.0
663	332	1.00302114804
654	337	1.06309148265
651	331	1.034375
671	343	1.04573170732
665	341	1.0524691358
707	322	0.836363636364
725	357	0.970108695652
647	315	0.948795180723
691	346	1.00289855072
716	362	1.02259887006
658	350	1.13636363636
665	327	0.967455621302
694	356	1.05325443787
656	317	0.935103244838
678	344	1.02994011976
709	362	1.04322766571
682	346	1.02976190476
666	329	0.976261127596
650	355	1.20338983051
695	383	1.22756410256
693	337	0.946629213483
670	333	0.988130563798
727	366	1.01385041551
657	330	1.00917431193
683	354	1.07598784195
698	342	0.960674157303
680	339	0.994134897361
718	359	1.0
651	314	0.93175074184
667	338	1.0273556231
667	345	1.07142857143
682	327	0.921126760563
644	318	0.975460122699
709	352	0.985994397759
702	353	1.01146131805
681	331	0.945714285714
656	345	1.10932475884
702	352	1.00571428571
693	384	1.2427184466
717	376	1.10263929619
688	341	0.982708933718
725	370	1.04225352113
724	374	1.06857142857
702	351	1.0
673	337	1.00297619048
656	343	1.09584664537
700	357	1.04081632653
680	371	1.20064724919
690	348	1.01754385965
680	355	1.09230769231
688	339	0.971346704871
656	330	1.01226993865
628	317	1.0192926045
676	354	1.09937888199
748	385	1.06060606061
704	371	1.11411411411
692	347	1.00579710145
710	357	1.01133144476
711	359	1.01988636364
674	354	1.10625
732	385	1.10951008646
690	363	1.11009174312
682	345	1.0237388724
643	328	1.04126984127
719	394	1.21230769231
676	338	1.0
652	360	1.23287671233
723	372	1.05982905983
716	372	1.08139534884
722	363	1.01114206128
690	351	1.03539823009
710	373	1.10682492582
681	336	0.973913043478
673	350	1.08359133127
715	376	1.10914454277
663	323	0.95
704	334	0.902702702703
689	349	1.02647058824
641	317	0.978395061728
712	355	0.994397759104
652	331	1.03115264798
640	327	1.0447284345
745	369	0.981382978723
652	328	1.01234567901
685	357	1.08841463415
704	344	0.955555555556
705	368	1.09198813056
667	345	1.07142857143
628	318	1.02580645161
662	340	1.05590062112
698	349	1.0
700	345	0.971830985915
730	365	1.0
639	316	0.978328173375
715	343	0.922043010753
636	322	1.02547770701
676	344	1.03614457831
700	342	0.95530726257
628	316	1.01282051282
707	371	1.10416666667
716	392	1.20987654321
726	357	0.967479674797
660	321	0.946902654867
652	352	1.17333333333
698	344	0.971751412429
666	338	1.03048780488
699	370	1.12462006079
682	322	0.894444444444
670	339	1.02416918429
685	357	1.08841463415
697	381	1.20569620253
712	386	1.18404907975
720	349	0.940700808625
695	377	1.18553459119
686	373	1.19169329073
667	349	1.09748427673
695	336	0.935933147632
666	340	1.04294478528
671	353	1.11006289308
675	350	1.07692307692
644	337	1.09771986971
700	352	1.01149425287
693	349	1.01453488372
687	334	0.946175637394
684	358	1.0981595092
742	371	1.0
686	339	0.976945244957
670	342	1.04268292683
704	364	1.07058823529
650	299	0.851851851852
668	353	1.12063492063
694	333	0.92243767313
708	367	1.07624633431
707	346	0.958448753463
693	346	0.99711815562
712	353	0.983286908078
704	352	1.0
663	322	0.944281524927
631	335	1.13175675676
672	341	1.03021148036
705	345	0.958333333333
698	359	1.05899705015
662	357	1.17049180328
677	339	1.00295857988
666	344	1.06832298137
681	339	0.991228070175
671	352	1.10344827586
690	367	1.13622291022
716	390	1.1963190184
709	354	0.997183098592
672	333	0.982300884956
721	377	1.09593023256
662	357	1.17049180328
680	340	1.0
698	358	1.05294117647
664	339	1.04307692308
672	347	1.06769230769
656	319	0.946587537092
658	335	1.03715170279
680	348	1.04819277108
655	324	0.978851963746
673	351	1.0900621118
654	348	1.13725490196
748	372	0.989361702128
672	325	0.936599423631
702	350	0.994318181818
705	370	1.10447761194
730	356	0.951871657754
691	345	0.99710982659
777	400	1.06100795756
684	342	1.0
729	371	1.03631284916
683	357	1.09509202454
703	353	1.00857142857
701	349	0.991477272727
668	349	1.09404388715
635	323	1.03525641026
719	370	1.06017191977
668	330	0.976331360947
714	337	0.893899204244
662	344	1.08176100629
673	345	1.05182926829
735	369	1.00819672131
679	334	0.968115942029
668	347	1.08099688474
624	323	1.073089701
655	335	1.046875
728	373	1.05070422535
666	357	1.15533980583
669	355	1.13057324841
694	328	0.896174863388
678	336	0.982456140351
725	366	1.01949860724
687	353	1.05688622754
711	352	0.980501392758
685	358	1.09480122324
693	347	1.00289017341
705	360	1.04347826087
715	379	1.12797619048
694	352	1.02923976608
642	314	0.957317073171
667	347	1.084375
704	342	0.944751381215
